frame#:  108,  50ms, targets=2 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  109,  48ms, targets=2 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  110,  51ms, targets=1 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  111,  47ms, targets=2 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  112,  45ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  113,  46ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  114,  44ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  115,  53ms, targets=1 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  116,  47ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  117,  46ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  118,  43ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  119,  45ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  120,  42ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  121,  49ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  122,  43ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  123,  43ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  124,  42ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  125,  43ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  126,  41ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  127,  42ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  128,  41ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  129,  43ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  130,  41ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  131,  43ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  132,  42ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  133,  42ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  134,  41ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
frame#:  135,  42ms, targets=0 msg(horizontal0.0000,vertical0.0000, 0), 
